pid,year,month,MC1000_lat,MC1000_lon,MC1000_mpw,MC1000,det_lat,det_lon,det_mpw,deterministic,stoch20days_lat,stoch20days_lon,stoch20days_mpw,stoch20days
10166,2010,10,28.15425,-80.60229,0.61,Central Brevard County,27.82544,-80.44748,0.618,Wabasso Beach,27.8377,-80.45791,0.617,none
10167,2010,10,27.84339,-80.44911,0.6164,Sebastian Inlet State Park (Indian River County),27.83828,-80.46835,0.618,none,27.84652,-80.46322,0.6156,none
10168,2010,10,28.04716,-80.54621,0.6122,Central Brevard County,28.00224,-80.54027,0.618,South Brevard County,28.00351,-80.54095,0.6174,South Brevard County
10177,2010,10,26.68823,-80.08876,0.5624,none,26.68921,-80.08063,0.5641,none,28.1422,-82.79922,0.6106,none
10178,2010,10,28.05295,-82.82179,0.6097,Honeymoon Island State Park,28.057,-82.82388,0.6097,Honeymoon Island State Park,28.05313,-82.82146,0.6097,Honeymoon Island State Park
10179,2010,10,28.07827,-82.83305,0.6103,Honeymoon Island State Park,,,,none,28.24321,-82.82813,0.6118,Anclote Key State Park
10180,2010,10,25.4826,-80.33968,0.4552,none,25.51007,-80.31114,0.4721,none,25.50043,-80.3141,0.4717,none
10181,2010,10,28.14092,-80.59015,0.8292,Central Brevard County,28.14298,-80.55742,0.836,none,28.14862,-80.55822,0.8349,none
10182,2010,10,27.85573,-80.49377,0.8345,none,27.85588,-80.49149,0.836,none,27.85942,-80.49274,0.834,none
10183,2010,10,28.49516,-80.55563,0.8357,Canaveral Air Force Station,28.49163,-80.55263,0.836,Canaveral Air Force Station,28.49294,-80.55369,0.8361,Canaveral Air Force Station
10184,2010,10,27.95039,-80.50481,0.8318,South Brevard County,27.99431,-80.51629,0.836,South Brevard County,27.99911,-80.52035,0.836,South Brevard County
10206,2010,10,28.49154,-80.57044,1.1604,none,28.48951,-80.57248,1.1616,none,28.48752,-80.57044,1.1601,none
10207,2010,10,28.50824,-80.58389,1.1615,none,28.5004,-80.5799,1.1616,none,28.50622,-80.58592,1.161,none
10208,2010,10,28.40668,-80.60945,1.1498,Jetty Park,28.41027,-80.63763,1.1464,none,28.40167,-80.54194,1.1607,none
10209,2010,10,28.54903,-80.60892,1.1594,none,28.5407,-80.60973,1.1616,none,28.5536,-80.6119,1.1595,none
10236,2010,10,28.67103,-80.70146,1.2141,none,28.67174,-80.70052,1.2157,none,28.67144,-80.70323,1.2134,none
10237,2010,10,28.6999,-80.71017,1.2122,none,28.68356,-80.72195,1.215,none,28.70319,-80.71241,1.2126,none
10238,2010,10,28.65834,-80.65379,1.2156,Canaveral National Seashore,28.65251,-80.64824,1.2157,Canaveral National Seashore,28.6556,-80.65465,1.215,none
10239,2010,10,28.54734,-80.58509,1.215,none,28.53121,-80.58328,1.215,none,28.54488,-80.58381,1.215,none
10256,2010,10,,,,none,,,,none,25.83134,-80.06404,0.2364,none
10292,2010,10,,,,none,,,,none,25.24705,-80.26365,0.068,none
10293,2010,10,28.8417,-80.78924,0.1619,none,28.80871,-80.77884,0.1621,none,28.81419,-80.78095,0.162,none
10294,2010,10,28.7135,-80.73465,0.1619,none,28.71533,-80.73064,0.162,none,28.71377,-80.73266,0.162,none
10295,2010,10,28.65406,-80.63608,0.1619,Canaveral National Seashore,28.64913,-80.63154,0.1621,Canaveral National Seashore,28.65627,-80.63366,0.162,Canaveral National Seashore
10296,2010,10,28.69533,-80.70684,0.1618,none,28.6837,-80.70618,0.1621,none,28.69531,-80.71051,0.1619,none
10330,2010,10,28.88932,-80.83076,0.4361,none,28.88077,-80.82995,0.4361,none,28.88832,-80.83188,0.436,none
10331,2010,10,28.98931,-80.8827,0.4358,New Smyrna Beach,28.97629,-80.87193,0.4361,New Smyrna Beach,28.99315,-80.88418,0.4355,New Smyrna Beach
10332,2010,10,29.05573,-80.91526,0.4354,New Smyrna Beach,29.05662,-80.92593,0.4363,none,29.06065,-80.91347,0.4356,New Smyrna Beach
10333,2010,10,29.00954,-80.88313,0.4362,New Smyrna Beach,28.9999,-80.87181,0.4358,New Smyrna Beach,29.00541,-80.88079,0.4361,New Smyrna Beach
10334,2010,10,28.31504,-80.61265,0.1236,Cocoa Beach,28.33507,-80.63928,0.1232,none,28.33167,-80.63542,0.123,none
10335,2010,10,24.69404,-81.43852,0.0625,none,24.67534,-81.43629,0.0626,none,24.69041,-81.43911,0.0625,none
10336,2010,10,29.13737,-80.95419,0.2991,Volusia County Beaches (South),29.13922,-80.95033,0.299,Volusia County Beaches (South),29.14574,-80.95059,0.2989,Volusia County Beaches (South)
10337,2010,10,29.2984,-81.04913,0.299,Volusia County Beaches (North),29.29032,-81.04721,0.299,Volusia County Beaches (North),29.301,-81.04567,0.2988,Volusia County Beaches (North)
10338,2010,10,29.09326,-80.92581,0.299,Volusia County Beaches (South),29.09127,-80.9223,0.299,Volusia County Beaches (South),29.10306,-80.92825,0.299,Volusia County Beaches (South)
10339,2010,10,29.31022,-81.05893,0.299,Volusia County Beaches (North),29.30389,-81.05405,0.299,Volusia County Beaches (North),29.30858,-81.05553,0.2989,Volusia County Beaches (North)
10341,2010,10,,,,none,,,,none,25.05314,-80.31701,0.1297,none
10342,2010,10,,,,none,,,,none,24.59436,-81.17843,0.13,none
10344,2010,10,,,,none,,,,none,25.94693,-80.06395,0.1293,none
10345,2010,10,29.24579,-81.03326,0.2004,Volusia County Beaches (North),29.22883,-81.04453,0.2003,none,29.24064,-81.0338,0.2003,none
10346,2010,10,29.03533,-80.90022,0.2016,New Smyrna Beach,,,,none,29.04173,-80.8946,0.2015,New Smyrna Beach
10347,2010,10,28.84222,-80.79629,0.1976,none,29.12059,-80.94075,0.2015,Volusia County Beaches (South),29.15465,-80.95459,0.2012,Volusia County Beaches (South)
10348,2010,10,29.04839,-80.91306,0.2015,New Smyrna Beach,29.0449,-80.91379,0.2015,New Smyrna Beach,29.04967,-80.91141,0.2014,New Smyrna Beach
10353,2010,10,30.00355,-85.49483,0.349,none,30.31112,-86.08415,0.3545,Middle (Walton) County Beaches,30.30307,-86.08211,0.3544,Deer Lake State Park
10354,2010,10,27.19474,-80.23782,0.3467,none,27.19006,-80.22932,0.3476,none,27.19195,-80.23479,0.3469,none
10356,2010,10,30.30361,-86.03812,0.3556,East (Walton) County Beaches,30.28837,-86.02027,0.3559,East (Walton) County Beaches,30.25568,-85.98999,0.357,Panama City Beach
10357,2010,10,24.51114,-82.10009,0.3418,none,,,,none,29.84814,-81.25347,0.3124,Saint Augustine Beach
10358,2010,10,25.36669,-80.24953,0.3467,none,25.37169,-80.24763,0.3478,none,25.36911,-80.25382,0.3471,none
10359,2010,10,30.32463,-86.14266,0.3547,Middle (Walton) County Beaches,30.21537,-85.81297,0.3489,none,30.19807,-86.0003,0.356,none
10360,2010,10,24.62756,-82.80004,0.3561,none,,,,none,24.62756,-82.80004,0.3561,none
10361,2010,10,30.35147,-86.20877,0.3544,West (Walton) County Beaches,30.32134,-86.04344,0.3514,none,30.31938,-86.04539,0.3511,none
10362,2010,10,27.94099,-80.54009,0.3465,none,27.43879,-80.30385,0.3526,none,27.44486,-80.30067,0.3525,Hutchinson Island (St. Lucie County)
10363,2010,10,25.59383,-80.31211,0.3362,none,25.58217,-80.30467,0.3369,none,25.59398,-80.31202,0.3363,none
10364,2010,10,30.03953,-85.54217,0.3483,none,29.9559,-85.53927,0.3507,none,30.00436,-85.5456,0.3494,Tyndall Air Force Base
10365,2010,10,28.74091,-80.72655,0.3654,none,,,,none,28.84537,-80.75991,0.3648,Canaveral National Seashore (Volusia County)
10366,2010,10,,,,none,,,,none,29.86047,-84.26903,0.3973,none
10367,2010,10,,,,none,,,,none,29.84729,-84.24272,0.3973,none
10368,2010,10,25.55782,-80.33474,0.3544,none,25.45805,-80.31995,0.365,none,25.45901,-80.31649,0.3646,none
10369,2010,10,26.70472,-80.07764,0.4131,none,26.99927,-80.12914,0.4105,none,26.99413,-80.10345,0.4111,Jupiter Island
10370,2010,10,25.10697,-80.41579,0.0615,none,25.11082,-80.42388,0.0615,none,25.10838,-80.41222,0.0615,none
10372,2010,10,27.01703,-80.15175,0.1264,none,27.01795,-80.15111,0.1264,none,27.01908,-80.15424,0.1264,none
10373,2010,10,29.20088,-81.00234,0.1981,Volusia County Beaches (South),29.1979,-81.00163,0.1981,Volusia County Beaches (South),29.20124,-81.00271,0.198,Volusia County Beaches (South)
10374,2010,10,29.28701,-81.03127,0.1978,Volusia County Beaches (North),29.26983,-81.02426,0.1981,Volusia County Beaches (North),29.25576,-81.01206,0.1975,Volusia County Beaches (North)
10375,2010,10,29.19276,-80.9994,0.1981,Volusia County Beaches (South),29.18546,-80.99503,0.1981,Volusia County Beaches (South),29.19384,-80.99808,0.198,Volusia County Beaches (South)
10376,2010,10,29.1646,-80.98415,0.1981,Volusia County Beaches (South),29.16374,-80.98685,0.1981,Volusia County Beaches (South),29.16473,-80.98385,0.198,Volusia County Beaches (South)
10401,2010,10,,,,none,,,,none,26.59854,-80.01363,0.3301,none
10403,2010,10,29.31309,-81.05798,0.4456,Volusia County Beaches (North),29.30603,-81.05306,0.4454,Volusia County Beaches (North),29.31196,-81.05662,0.4454,Volusia County Beaches (North)
10404,2010,10,29.38826,-81.09894,0.4454,North Peninsula State Park,29.38091,-81.09766,0.4452,North Peninsula State Park,29.38943,-81.09864,0.4452,North Peninsula State Park
10405,2010,10,29.41316,-81.10108,0.4455,North Peninsula State Park,29.40482,-81.09625,0.4454,North Peninsula State Park,29.41157,-81.09962,0.4453,North Peninsula State Park
10406,2010,10,29.33444,-81.07147,0.4458,Volusia County Beaches (North),29.32241,-81.07435,0.4454,none,29.39217,-81.05771,0.4445,none
10418,2010,10,25.68873,-80.15768,0.4469,Key Biscayne,,,,none,24.6898,-80.83494,0.4484,none
10419,2010,10,26.69085,-80.08115,0.1923,none,26.68025,-80.08188,0.1924,none,26.6948,-80.08131,0.1922,none
10422,2010,10,29.34047,-81.06375,0.2535,Volusia County Beaches (North),29.33183,-81.05811,0.2533,Volusia County Beaches (North),29.33882,-81.06347,0.2534,Volusia County Beaches (North)
10429,2010,10,30.38281,-86.35318,0.1645,Miramar Beach,,,,none,,,,none
10432,2010,10,25.05969,-80.53998,0.3752,none,25.06739,-80.5485,0.3749,none,25.06184,-80.54494,0.375,none
10433,2010,10,,,,none,26.809,-80.08064,0.3317,none,24.51652,-81.74439,0.3539,none
10435,2010,10,30.29318,-85.99228,0.2942,none,30.38303,-87.08752,0.2985,none,30.294,-85.98708,0.2941,none
10442,2010,10,25.42087,-80.33056,0.524,none,25.42615,-80.31415,0.5272,none,25.43334,-80.30341,0.5272,none
10443,2010,10,25.65437,-80.28511,0.511,none,25.66164,-80.29193,0.5107,none,25.66085,-80.28787,0.5108,none
10456,2010,10,24.86212,-80.65914,0.415,none,,,,none,24.9443,-80.73879,0.4143,none
10462,2010,10,25.18253,-80.35079,0.4223,none,28.47227,-80.50655,0.4107,none,26.7044,-80.05301,0.4183,none
10463,2010,10,27.4944,-80.30211,0.4131,North Saint Lucie County Beaches,,,,none,25.63716,-80.21077,0.4189,none
10467,2010,10,28.30759,-80.64897,0.3884,none,28.274,-80.61525,0.3939,South Cocoa Beach,28.28636,-80.64168,0.3923,none
10471,2010,10,27.00402,-80.14587,0.1415,none,27.0136,-80.14324,0.1419,none,27.00086,-80.1437,0.1417,none
10474,2010,10,30.38639,-86.1943,0.16,none,30.39024,-86.19485,0.1599,none,30.38809,-86.19257,0.1599,none
10475,2010,10,,,,none,,,,none,26.49275,-80.01271,0.3845,none
10476,2010,10,24.60636,-82.88128,0.2579,none,,,,none,29.64721,-81.17272,0.2304,none
10480,2010,10,,,,none,,,,none,25.14392,-80.26712,0.1934,none
10483,2010,10,27.49546,-80.30011,0.7678,North Saint Lucie County Beaches,,,,none,25.65218,-80.21265,0.7785,none
10484,2010,10,,,,none,,,,none,26.65867,-80.0013,0.7852,none
10487,2010,10,29.70677,-81.24929,1.1658,none,29.70105,-81.24639,1.166,none,29.70855,-81.24979,1.1654,none
10488,2010,10,29.70015,-81.24898,1.1651,none,30.00195,-81.2366,1.1508,none,29.70071,-81.2501,1.1655,none
10489,2010,10,29.73694,-81.24786,1.1669,Fort Matanzas (North),29.72349,-81.22831,1.1653,Fort Matanzas (North),29.73696,-81.24297,1.1664,Fort Matanzas (North)
10490,2010,10,29.4976,-81.14577,1.166,Flagler Beach,,,,none,29.50482,-81.14261,1.1654,Flagler Beach
10491,2010,10,29.67011,-81.23761,1.166,none,29.66714,-81.23815,1.166,none,29.67103,-81.23607,1.1658,none
10492,2010,10,29.64888,-81.21147,1.1664,Marineland Beach,29.64195,-81.20631,1.166,Marineland Beach,29.6517,-81.20789,1.1657,Marineland Beach
10493,2010,10,29.4993,-81.14452,1.1662,Flagler Beach,,,,none,29.49813,-81.14348,1.1657,Flagler Beach
10494,2010,10,29.54606,-81.1737,1.166,South Flagler County Beaches,29.54294,-81.17264,1.166,South Flagler County Beaches,29.54628,-81.17051,1.1651,South Flagler County Beaches
10495,2010,10,29.71033,-81.24459,1.1658,Fort Matanzas (North),29.70609,-81.24542,1.1653,Fort Matanzas (North),29.71101,-81.24461,1.1655,Fort Matanzas (North)
10496,2010,10,29.54295,-81.16027,1.1662,South Flagler County Beaches,29.52691,-81.15031,1.1653,South Flagler County Beaches,29.53884,-81.15677,1.1657,South Flagler County Beaches
10497,2010,10,28.90037,-80.83677,1.1427,none,,,,none,29.50759,-81.133,1.1658,Flagler Beach
10498,2010,10,29.71029,-81.24117,1.1662,Fort Matanzas (North),29.70269,-81.23237,1.1653,Fort Matanzas (South),29.70826,-81.23941,1.1657,Fort Matanzas (North)
10499,2010,10,29.55387,-81.16625,1.166,South Flagler County Beaches,29.55197,-81.16415,1.166,South Flagler County Beaches,29.55475,-81.16479,1.1658,South Flagler County Beaches
10500,2010,10,29.6466,-81.22697,1.1662,none,,,,none,29.647,-81.22688,1.1659,none
10501,2010,10,29.58735,-81.18161,1.1669,North Flagler County Beaches,29.12632,-80.96129,1.1357,Volusia County Beaches (South),29.58797,-81.18076,1.1664,North Flagler County Beaches
10502,2010,10,29.64609,-81.22079,1.1657,Marineland Beach,28.99837,-80.88078,1.1426,New Smyrna Beach,29.64758,-81.2203,1.1655,Marineland Beach
10503,2010,10,29.55994,-81.16743,0.7109,South Flagler County Beaches,29.11515,-80.96546,0.6902,Volusia County Beaches (South),29.5579,-81.16548,0.7106,South Flagler County Beaches
10504,2010,10,29.40184,-81.10735,0.6917,North Peninsula State Park,29.82619,-81.2514,0.7109,Saint Augustine Beach,29.83811,-81.25505,0.7108,Saint Augustine Beach
10505,2010,10,28.88681,-80.82171,0.6967,none,29.80015,-81.24677,0.7109,Saint Augustine Beach,29.80226,-81.24886,0.7108,Saint Augustine Beach
10506,2010,10,29.83391,-81.26363,0.711,Saint Augustine Beach,29.8269,-81.26044,0.7109,Saint Augustine Beach,29.83697,-81.26351,0.7109,Saint Augustine Beach
10507,2010,10,29.73793,-81.24722,0.1936,Fort Matanzas (North),29.73031,-81.2289,0.1933,Fort Matanzas (North),29.737,-81.2348,0.1934,Fort Matanzas (North)
10508,2010,10,29.04247,-80.90447,0.1895,New Smyrna Beach,29.79715,-81.25172,0.1933,Saint Augustine Beach,29.80028,-81.25471,0.1934,Saint Augustine Beach
10509,2010,10,29.63193,-81.20038,0.1935,North Flagler County Beaches,29.63614,-81.1915,0.1933,Washington Oaks,29.64232,-81.19635,0.1934,Washington Oaks
10510,2010,10,29.6204,-81.18854,0.1935,North Flagler County Beaches,29.61199,-81.18319,0.1934,North Flagler County Beaches,29.61535,-81.18643,0.1934,North Flagler County Beaches
10511,2010,10,29.64708,-81.20792,0.4434,Marineland Beach,29.63647,-81.20075,0.4433,Washington Oaks,29.64539,-81.2067,0.4432,Marineland Beach
10512,2010,10,28.91133,-80.83184,0.1603,Canaveral National Seashore (Volusia County),29.05834,-80.92213,0.1594,New Smyrna Beach,29.69739,-81.20682,0.1634,Fort Matanzas (South)
10513,2010,10,28.93242,-80.83128,0.1603,Canaveral National Seashore (Volusia County),,,,none,29.64806,-81.19347,0.1635,Marineland Beach
10514,2010,10,29.04401,-80.90435,0.1602,New Smyrna Beach,29.73631,-81.21479,0.1634,none,29.75259,-81.21633,0.1634,none
10515,2010,10,28.91487,-80.8341,0.1603,Canaveral National Seashore (Volusia County),29.7591,-81.22875,0.1635,Fort Matanzas (North),29.75839,-81.22821,0.1635,none
10516,2010,10,29.38394,-81.0762,0.332,Volusia County Beaches (North),,,,none,29.89804,-81.23953,0.3403,none
10517,2010,10,,,,none,30.04024,-81.28893,0.1758,none,30.04045,-81.29417,0.1759,none
10518,2010,10,29.37428,-81.0685,0.1715,Volusia County Beaches (North),,,,none,29.99818,-81.28017,0.1759,none
10519,2010,10,29.40827,-81.0871,0.1716,North Peninsula State Park,29.97269,-81.26369,0.1759,none,29.97112,-81.26475,0.1759,none
10520,2010,10,,,,none,29.98741,-81.28603,0.1759,none,29.99485,-81.29128,0.1759,none
10521,2010,10,29.38117,-81.0796,0.117,Volusia County Beaches (North),,,,none,29.99363,-81.28083,0.12,none
10522,2010,10,,,,none,,,,none,30.17279,-81.30947,0.133,none
10523,2010,10,29.36955,-81.06697,0.1296,Volusia County Beaches (North),30.05023,-81.31023,0.1329,none,30.05711,-81.31113,0.1329,none
10524,2010,10,29.7836,-81.25233,0.1291,Saint Augustine Beach,,,,none,30.1644,-81.31716,0.133,none
10525,2010,10,,,,none,,,,none,30.14025,-81.3025,0.1329,none
11248,2010,10,29.2971,-83.16022,0.0726,none,29.4328,-83.27592,0.073,none,29.43296,-83.28655,0.073,none
11302,2010,10,27.23637,-80.23714,0.0561,none,27.22237,-80.23297,0.0562,none,27.23722,-80.23813,0.056,none
11303,2010,10,27.51455,-80.31463,0.2418,North Saint Lucie County Beaches,27.52489,-80.31423,0.2417,North Saint Lucie County Beaches,27.51474,-80.31676,0.2415,North Saint Lucie County Beaches
11304,2010,10,28.21098,-80.60132,0.0668,Central Brevard County,28.20551,-80.59419,0.0668,Central Brevard County,28.21253,-80.60505,0.0668,Patrick Air Force Base
11305,2010,10,28.23346,-80.61052,0.1237,Patrick Air Force Base,28.233,-80.61371,0.1236,Patrick Air Force Base,27.99749,-80.46536,0.1244,none
11306,2010,10,27.04673,-80.11074,0.3434,Jupiter Island,27.04494,-80.10945,0.3437,Jupiter Island,27.04813,-80.11342,0.3433,Jupiter Island
11314,2010,10,29.21495,-81.00337,0.0594,Volusia County Beaches (South),29.84538,-81.24773,0.0609,Saint Augustine Beach,29.8488,-81.24971,0.0609,Saint Augustine Beach
2033,2010,11,24.58212,-82.15191,0.8428,Marquesas Keys,,,,none,24.56589,-81.55518,0.8527,none
2158,2010,11,25.80198,-80.12917,6.0953,Miami Beaches,,,,none,,,,none
2407,2010,11,25.5967,-80.31432,0.9692,none,25.57827,-80.31178,0.9709,none,25.60079,-80.31568,0.969,none
2418,2010,11,30.3507,-86.15317,0.9308,none,30.3062,-86.07439,0.9277,East (Walton) County Beaches,,,,none
4057,2010,11,27.03994,-80.154,0.4243,none,27.03528,-80.15779,0.4252,none,27.0388,-80.15443,0.4248,none
4073,2010,11,25.35127,-81.17808,0.6734,none,25.10776,-81.19061,0.6834,none,25.10794,-81.19107,0.6823,none
4089,2010,11,29.51623,-83.38421,0.3154,none,29.44889,-83.26935,0.3141,none,29.44275,-83.26532,0.3139,none
4136,2010,11,,,,none,,,,none,26.14892,-80.04442,0.3288,none
4167,2010,11,27.20524,-80.23421,0.7136,none,27.19357,-80.22389,0.717,none,27.20729,-80.23752,0.715,none
4168,2010,11,25.94681,-80.16234,0.8104,none,25.95074,-80.16528,0.811,none,25.45481,-80.29065,0.8191,none
4177,2010,11,25.55979,-80.31132,0.9813,none,25.52085,-80.30405,0.9838,none,25.5562,-80.31112,0.9815,none
4198,2010,11,30.31115,-87.44399,0.601,Perdido Key,30.31205,-87.43491,0.6021,Perdido Key,30.31457,-87.44601,0.6012,none
4215,2010,11,29.88406,-85.34341,2.3468,St. Joe Beach,29.95711,-85.50219,2.3593,Tyndall Air Force Base,29.94821,-85.5017,2.3628,Tyndall Air Force Base
4276,2010,11,27.26071,-80.24114,0.3325,none,27.2648,-80.23829,0.3331,none,27.25914,-80.24276,0.3326,none
4286,2010,11,27.0987,-80.13937,0.3771,Hobe Sound NWR,27.11233,-80.15221,0.3768,Hobe Sound NWR,25.66922,-80.19895,0.3805,none
4292,2010,11,27.26635,-80.2413,0.1403,none,27.26704,-80.25045,0.1403,none,27.5538,-80.31117,0.1416,Avalon State Park
4298,2010,11,24.896,-80.6591,0.7356,none,,,,none,24.90146,-80.6561,0.7355,Upper Matecumbe Key
4301,2010,11,,,,none,,,,none,24.60654,-81.45654,0.1252,none
4325,2010,11,26.96687,-80.0879,0.1113,Tequesta Beaches,26.96593,-80.08845,0.1114,Tequesta Beaches,26.96673,-80.08988,0.1113,Tequesta Beaches
4809,2010,11,25.68126,-80.29719,0.2576,none,25.72232,-80.20293,0.2585,none,25.68159,-80.30025,0.2575,none
4878,2010,11,25.90935,-80.16153,0.1588,none,25.90078,-80.16515,0.159,none,25.9113,-80.16189,0.1588,none
4951,2010,11,29.05454,-82.80519,0.363,none,29.05388,-82.80309,0.363,none,29.30188,-83.24481,0.3696,none
4952,2010,11,25.61174,-80.31077,0.332,none,25.61081,-80.31069,0.332,none,,,,none
5079,2010,11,,,,none,27.02858,-80.15063,0.3826,none,,,,none
5110,2010,11,26.24112,-80.10913,0.2323,none,26.21961,-80.14643,0.2322,none,26.24053,-80.10499,0.2322,Pompano/Lauderdale by-the-sea
5117,2010,11,26.04161,-80.11319,0.1454,Hollywood/Hallendale Beach,,,,none,,,,none
5119,2010,11,28.40457,-80.66443,0.149,none,28.39556,-80.64509,0.1495,none,28.39536,-80.65158,0.1494,none
5121,2010,11,29.53714,-83.38273,0.1156,none,29.53502,-83.38124,0.1157,none,29.54508,-83.39701,0.1155,none
5134,2010,11,26.24278,-80.13738,1.475,none,26.24616,-80.14287,1.4747,none,26.24618,-80.13966,1.4737,none
5135,2010,11,27.44231,-80.30867,1.4569,none,27.4901,-80.30288,1.4618,North Saint Lucie County Beaches,27.448,-80.30835,1.4593,none
5156,2010,11,24.73495,-81.00261,0.4517,Fat Deer Key,26.85706,-80.0823,0.4196,none,26.85405,-80.08101,0.4196,none
5164,2010,11,,,,none,,,,none,29.75768,-85.36294,0.4567,none
5170,2010,11,27.06649,-80.15138,1.4021,none,27.06925,-80.16204,1.4018,none,27.06856,-80.15572,1.4015,none
5171,2010,11,25.6111,-80.31161,1.4401,none,25.60898,-80.30967,1.4407,none,25.61111,-80.3107,1.4409,none
5180,2010,11,30.16999,-85.78234,1.3752,Panama City Beach,30.31066,-86.43615,1.4003,none,30.16024,-85.79298,1.378,Panama City Beach
5192,2010,11,27.05125,-80.14614,1.7278,none,27.05247,-80.14964,1.7286,none,27.05271,-80.14794,1.7281,none
5210,2010,11,26.67242,-80.0978,1.0222,none,26.67599,-80.08148,1.0247,none,26.67188,-80.10353,1.0206,none
5217,2010,11,26.19671,-80.15852,1.1236,none,26.17619,-80.16034,1.1253,none,26.20159,-80.1579,1.1233,none
5220,2010,11,27.2059,-80.24781,1.1442,none,27.19696,-80.20969,1.1502,none,27.20665,-80.24257,1.1467,none
5221,2010,11,26.21376,-80.15088,1.0267,none,26.2198,-80.14789,1.0264,none,26.21763,-80.15088,1.0262,none
5229,2010,11,26.99242,-80.09702,0.4512,Jupiter Island,,,,none,,,,none
5234,2010,11,27.05334,-80.15173,0.4061,none,27.06312,-80.15175,0.4065,none,27.0526,-80.15375,0.406,none
5242,2010,11,26.63006,-80.04563,0.662,Sloans Curve,,,,none,25.91533,-80.04807,0.6627,none
5253,2010,11,26.70801,-80.0835,0.6794,none,26.70969,-80.08232,0.6804,none,26.70834,-80.08452,0.6791,none
5266,2010,11,26.66523,-80.06575,0.4668,none,26.66504,-80.0687,0.4668,none,,,,none
5271,2010,11,,,,none,30.0808,-85.69643,0.5104,Saint Andrews State Park,,,,none
5287,2010,11,24.65917,-81.41649,0.7902,none,,,,none,,,,none
5289,2010,11,25.04267,-80.48753,0.7896,none,25.85467,-81.75549,0.7716,none,,,,none
5306,2010,11,24.78924,-80.88741,0.7928,none,,,,none,,,,none
5313,2010,11,29.94126,-85.4019,0.4203,Mexico Beach,30.14243,-85.75461,0.4265,Panama City Beach,30.1377,-85.75798,0.4264,Panama City Beach
5314,2010,11,25.65806,-80.26619,0.4176,none,25.6608,-80.26734,0.4175,none,,,,none
5315,2010,11,24.59436,-81.92152,0.3869,none,,,,none,,,,none
5321,2010,11,24.71263,-81.43199,0.4263,none,24.71919,-81.43296,0.4261,none,24.7169,-81.43307,0.4261,none
5330,2010,11,27.10821,-80.15208,0.5537,Hobe Sound NWR,27.10917,-80.15438,0.554,Hobe Sound NWR,27.11004,-80.15473,0.5536,Hobe Sound NWR
5347,2010,11,29.82745,-83.58513,1.2827,none,29.86416,-83.67208,1.2985,none,29.86339,-83.65875,1.2963,none
5370,2010,11,28.3476,-80.60967,2.1057,Cocoa Beach,,,,none,28.34872,-80.60324,2.1059,Cocoa Beach
5408,2010,11,26.13299,-80.15944,0.8359,none,,,,none,26.13347,-80.16177,0.8357,none
5430,2010,11,25.06348,-80.54027,0.8095,none,25.0658,-80.52536,0.8107,none,25.06543,-80.54341,0.8095,none
5450,2010,11,25.53996,-80.31611,0.6517,none,,,,none,25.53516,-80.3133,0.6533,none
5571,2010,11,25.44965,-80.18974,1.2792,Biscayne National Park,,,,none,,,,none
5576,2010,11,29.95142,-85.44785,1.3053,Mexico Beach,,,,none,,,,none
5577,2010,11,25.64277,-80.30459,1.3328,none,,,,none,25.64095,-80.30655,1.3331,none
5583,2010,11,24.64566,-81.44086,1.3369,none,,,,none,24.64603,-81.43711,1.3382,none
5586,2010,11,24.55554,-81.75911,1.2779,Smathers Beach (Key West),,,,none,,,,none
5589,2010,11,26.18564,-80.15287,0.9794,none,,,,none,26.18516,-80.1539,0.9792,none
5594,2010,11,29.75495,-83.55486,1.0102,none,,,,none,29.83498,-83.65061,1.0246,none
5596,2010,11,25.68836,-80.28947,1.0704,none,,,,none,25.69043,-80.28798,1.0699,none
5600,2010,11,25.66074,-80.27188,1.058,none,,,,none,25.45121,-80.30903,1.069,none
5615,2010,11,25.20387,-80.34631,1.5205,none,25.19582,-80.35323,1.5236,none,25.24062,-80.34514,1.5188,none
5620,2010,11,25.37995,-80.29711,1.163,none,25.38159,-80.26723,1.1693,none,25.38205,-80.29172,1.1658,none
5621,2010,11,26.21438,-80.14336,1.3368,none,,,,none,,,,none
5622,2010,11,26.14394,-80.15216,1.3369,none,,,,none,26.14958,-80.15316,1.3367,none
5628,2010,11,26.4507,-80.07207,1.2008,Delray Beach,,,,none,,,,none
5632,2010,11,29.9887,-85.45451,1.2703,none,,,,none,29.98866,-85.45218,1.2699,none
5637,2010,11,29.83748,-81.26744,1.1521,Saint Augustine Beach,,,,none,29.86046,-81.27858,1.1479,Anastasia State Park
5651,2010,11,28.89149,-80.85459,1.1565,none,,,,none,28.88923,-80.85978,1.1557,none
5654,2010,11,26.70084,-80.04922,1.2216,Town of Palm Beach (Midtown),,,,none,,,,none
5663,2010,11,29.89688,-85.33832,1.2683,none,30.04206,-85.62531,1.2876,none,30.04798,-85.64651,1.2865,none
5666,2010,11,24.51708,-82.193,1.2508,none,,,,none,,,,none
5668,2010,11,25.18272,-80.36826,1.0458,none,25.17927,-80.37811,1.0457,none,,,,none
5670,2010,11,26.19982,-80.1399,1.1922,none,,,,none,,,,none
5671,2010,11,29.30587,-83.16712,1.2331,none,,,,none,29.46771,-83.33797,1.2403,none
5672,2010,11,25.40901,-80.20805,1.3364,Biscayne National Park,,,,none,,,,none
